cell_type	comparison	gene_symbol	direction	logFC	logCPM	PValue	FDR	group_summary
Mural	organic_ED_vs_normal	FGF7	down_in_ED	-1.62404365244033	7.15800704079225	0.00029079887456	0.0479554717661819	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	SH3RF1	down_in_ED	-0.965472454493416	5.22922755731768	0.000296570297351	0.0479554717661819	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	PHLDB1	down_in_ED	-1.01908499765298	5.78048805622408	0.0002981968283934	0.0479554717661819	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CYP1B1	down_in_ED	-1.04484639953086	7.0212780067354	0.0003109456742916	0.0486409711866157	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	ZNF395	down_in_ED	-1.17775907532458	4.23384344330604	0.0003143301796861	0.0486409711866157	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	COL1A1	down_in_ED	-1.8454805684873	6.93817057678486	0.0003162075571769	0.0486409711866157	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	ENTPD1	up_in_ED	1.14829420919238	5.84246669698034	0.000339046182955	0.0489504772281682	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	RERGL	up_in_ED	1.08869233815355	10.1747093226149	0.0003393201149507	0.0489504772281682	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	KIAA1671	up_in_ED	1.29381480312251	4.3677811390753	0.0003403646170508	0.0489504772281682	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	HABP4	up_in_ED	0.894055348576414	5.91330233790483	0.0003406552279343	0.0489504772281682	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CRIP2	up_in_ED	0.893722470487493	9.11497336272856	0.000341279000837	0.0489504772281682	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	EPB41L4A-AS1	down_in_ED	-0.856025971367938	6.45543147669593	0.0003530757253902	0.0499672766572255	normal=3;organic_ED=5
T_cell	diabetic_ED_vs_normal	PCP4	up_in_ED	3.53207218488555	4.26031274948057	1.29594685204772e-05	0.0401197838214589	normal=3;diabetic_ED=2
T_cell	diabetic_ED_vs_normal	HLA-DQA2	down_in_ED	-9.01262271392592	5.27886734708482	1.38816149617206e-05	0.0401197838214589	normal=3;diabetic_ED=2
T_cell	diabetic_ED_vs_normal	LMNA	up_in_ED	2.55702833722339	9.38326289923178	1.57902690151259e-05	0.0401197838214589	normal=3;diabetic_ED=2
T_cell	diabetic_ED_vs_normal	HSPB8	up_in_ED	3.25128899174706	4.41710193187206	1.94756232143004e-05	0.0401197838214589	normal=3;diabetic_ED=2
